iteration,max_L,min_L,c_exact_avg,g_exact_avg_0,c_avg,g_avg_0,c_pi_exact,g_pi_exact_0,c_pi,g_pi_0,lambda_0,c_br_exact,g_br_exact_0,c_br,g_br_0
85.0,-0.1467055231332779,-0.09688650903176099,-0.24531960901314784,0.0,-0.1467055231332779,-0.014117230596237405,-0.25418658283290013,0.0,-0.13601744174957275,-0.15117357671260834,6.625321528107891e-207,-0.25418658283290013,0.0,-0.14173996448516846,0.1370728611946106
86.0,-0.14688053727149963,-0.4632097215685609,-0.24542152825245533,0.0,-0.14688053727149963,-0.01576038021808383,-0.25418658283290013,0.0,-0.1619320660829544,-0.15707124769687653,2.3283166358396608e-212,-0.25418658283290013,0.0,-0.1592119038105011,-0.15418590605258942
87.0,-0.14694534242153168,-0.4513812720822688,-0.24552113114541488,0.0,-0.14694534242153168,-0.01747028453444893,-0.25418658283290013,0.0,-0.152583047747612,-0.16623196005821228,6.092714454792129e-218,-0.25418658283290013,0.0,-0.1528291255235672,-0.1525018811225891
88.0,-0.14682908356189728,-0.12659272935121801,-0.24561849577111697,0.0,-0.14682908356189728,-0.016003191219956688,-0.25418658283290013,0.0,-0.13659903407096863,0.11310102045536041,1.0084567255348806e-223,-0.25418658283290013,0.0,-0.15192744135856628,0.1216704398393631
89.0,-0.14680010080337524,-0.42890146254612177,-0.24571369673847013,0.0,-0.14680010080337524,-0.014330311367909113,-0.25418658283290013,0.0,-0.14422063529491425,0.13455599546432495,1.941521978559701e-223,-0.25418658283290013,0.0,-0.14022642374038696,-0.14969709515571594
90.0,-0.14674702286720276,-0.4498554080166746,-0.24580680537687044,0.0,-0.14674702286720276,-0.015510958138403001,-0.25418658283290013,0.0,-0.1419709175825119,-0.12176916748285294,1.0927384343821162e-222,-0.25418658283290013,0.0,-0.14936816692352295,-0.1628023087978363
91.0,-0.14700761437416077,-0.4624586575415278,-0.245897889914436,0.0,-0.14700761437416077,-0.01709922192537266,-0.25418658283290013,0.0,-0.17072232067584991,-0.16163122653961182,1.6705517508238662e-227,-0.25418658283290013,0.0,-0.15364466607570648,-0.17305274307727814
92.0,-0.14711129665374756,-0.42152328205841894,-0.24598701564474207,0.0,-0.14711129665374756,-0.018502499948265732,-0.25418658283290013,0.0,-0.15664975345134735,-0.1476040780544281,3.4802467364807435e-233,-0.25418658283290013,0.0,-0.1478899121284485,-0.14457595348358154
93.0,-0.14713841676712036,-0.09833538902408281,-0.24607424508291398,0.0,-0.14713841676712036,-0.01692333960152687,-0.25418658283290013,0.0,-0.14966101944446564,0.12993857264518738,1.4620283535453454e-238,-0.25418658283290013,0.0,-0.14142772555351257,0.13893046975135803
94.0,-0.1472102254629135,-0.4644364112515515,-0.2461596381118612,0.0,-0.1472102254629135,-0.018253443115635922,-0.25418658283290013,0.0,-0.15395894646644592,-0.1432831734418869,6.532262669807504e-238,-0.25418658283290013,0.0,-0.19703739881515503,-0.1441434919834137
95.0,-0.147343710064888,-0.09466110581864359,-0.24624325211937195,0.0,-0.147343710064888,-0.01961892827724417,-0.25418658283290013,0.0,-0.16002458333969116,-0.14934001863002777,3.4059373223570576e-243,-0.25418658283290013,0.0,-0.1472303420305252,0.14850255846977234
96.0,-0.14746631681919098,-0.4139665110108201,-0.24632514212672793,0.0,-0.14746631681919098,-0.020932504196756893,-0.25418658283290013,0.0,-0.15923558175563812,-0.14703579246997833,1.311858341681836e-248,-0.25418658283290013,0.0,-0.1499299556016922,-0.1461486965417862
97.0,-0.1472759246826172,-0.14616633209087052,-0.24640536090944398,0.0,-0.1472759246826172,-0.019312749407729323,-0.25418658283290013,0.0,-0.12880785763263702,0.13780346512794495,5.669866927450797e-254,-0.25418658283290013,0.0,-0.159223735332489,0.11229828745126724
98.0,-0.14728528261184692,-0.4097192646412384,-0.24648395911069101,0.0,-0.14728528261184692,-0.020377134509158856,-0.25418658283290013,0.0,-0.1482028067111969,-0.12468687444925308,3.753744260395438e-253,-0.25418658283290013,0.0,-0.14732737839221954,-0.14965906739234924
